Column2,C,C#,D,D#,E,F,F#,G,G#,A,A#,B
35,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO
36,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO
37, NO,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES, NO
38,YES,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES, NO
39, NO,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES, NO
40, NO,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES, NO
41, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO
42, NO, NO, NO, NO, NO,YES, NO, NO,YES, NO,YES, NO
43, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO
44, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO
45,YES, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO
46,YES, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO
47, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO
48, NO,YES, NO,YES, NO,YES, NO, NO,YES, NO, NO, NO
49, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO
50, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO
51, NO,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES, NO
52,YES,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES, NO
53, NO,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES, NO
54, NO,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES, NO
55,YES, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES, NO
56,YES, NO, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO
57,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO
58,YES, NO, NO,YES, NO,YES, NO, NO, NO,YES, NO, NO
59, NO,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES, NO
60,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO,YES, NO
61,YES, NO, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO
62, NO, NO, NO, NO, NO,YES, NO,YES, NO, NO,YES, NO
63, NO, NO, NO, NO,YES, NO, NO,YES, NO, NO,YES, NO
64,YES, NO, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO
65, NO,YES, NO, NO, NO,YES, NO,YES, NO, NO,YES, NO
66,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO
67,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO,YES, NO
68,YES, NO, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO
69,YES, NO, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO
70,YES, NO, NO, NO, NO,YES, NO,YES,YES, NO, NO, NO
71,YES, NO, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO
72,YES, NO, NO, NO, NO,YES, NO, NO,YES, NO,YES, NO
73,YES, NO, NO,YES, NO, NO, NO,YES, NO, NO, NO, NO
74,YES, NO,YES,YES, NO, NO, NO,YES, NO, NO, NO, NO
75,YES, NO, NO,YES, NO, NO, NO,YES, NO, NO, NO, NO
76,YES, NO, NO,YES, NO,YES, NO,YES, NO, NO, NO, NO
77,YES, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO, NO
78,YES, NO,YES, NO, NO, NO, NO,YES,YES, NO, NO, NO
79, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES
80, NO, NO,YES, NO, NO,YES, NO,YES, NO, NO, NO,YES
81,YES, NO, NO, NO,YES, NO, NO, NO, NO, NO, NO, NO
82,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO
83,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO
84,YES, NO, NO,YES, NO,YES, NO, NO, NO,YES, NO, NO
85,YES,YES, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO
86,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO
87, NO,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES, NO
88, NO,YES, NO, NO, NO, NO, NO,YES, NO, NO,YES, NO
89,YES, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO
90,YES,YES, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO
91, NO, NO, NO,YES, NO, NO, NO, NO,YES, NO,YES, NO
92, NO, NO, NO,YES, NO,YES, NO, NO, NO, NO,YES, NO
93, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO
94, NO,YES, NO,YES, NO, NO, NO,YES,YES, NO, NO, NO
95,YES, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO
96,YES, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO
97, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO
98, NO,YES, NO,YES, NO,YES, NO, NO,YES, NO, NO, NO
99, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO
100,YES,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO
101, NO,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES, NO
102,YES,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES, NO
103, NO,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES, NO
104, NO,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES, NO
105, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO
106, NO, NO, NO,YES, NO,YES, NO,YES, NO, NO,YES, NO
107, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO
108, NO,YES, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO
109,YES, NO, NO,YES, NO, NO, NO,YES, NO, NO, NO, NO
110,YES,YES, NO,YES, NO, NO, NO,YES, NO, NO, NO, NO
111,YES, NO, NO,YES, NO, NO, NO,YES, NO, NO, NO, NO
112,YES, NO, NO,YES, NO, NO, NO,YES, NO, NO, NO, NO
113,YES, NO, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO
114,YES, NO, NO, NO,YES,YES, NO,YES, NO, NO, NO, NO
115,YES, NO, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO
116,YES, NO, NO, NO, NO,YES, NO,YES, NO, NO,YES, NO
117,YES, NO, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO
118,YES, NO, NO, NO, NO,YES, NO,YES, NO, NO, NO, NO
119, NO, NO, NO, NO, NO,YES, NO, NO,YES, NO,YES, NO
120, NO, NO, NO, NO, NO,YES, NO, NO,YES, NO,YES, NO
121,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO
122,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO
123,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO
124,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO
1, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES, NO
2, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES, NO
3,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO
4, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES, NO
5,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO
6, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO,YES, NO
7, NO, NO, NO, NO,YES, NO, NO,YES, NO, NO,YES, NO
8,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO
9,YES, NO, NO, NO, NO,YES, NO, NO, NO, NO,YES, NO
10,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO
11,YES, NO, NO,YES, NO, NO, NO,YES, NO,YES, NO, NO
12,YES, NO, NO,YES, NO,YES, NO, NO, NO,YES, NO, NO
13, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES, NO
14,YES, NO, NO,YES, NO, NO, NO,YES, NO, NO, NO, NO
15,YES, NO, NO,YES, NO, NO, NO, NO, NO,YES, NO, NO
16, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES, NO
17,YES, NO, NO,YES, NO,YES, NO, NO, NO, NO,YES, NO
18,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO
19,YES, NO, NO,YES, NO,YES, NO, NO, NO,YES, NO, NO
20, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES, NO
21, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES, NO
22, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES, NO
23,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO
24, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES, NO
25,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO
26, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO,YES, NO
27, NO, NO, NO, NO,YES, NO, NO,YES, NO, NO,YES, NO
28,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO
29,YES, NO, NO, NO, NO,YES, NO, NO, NO, NO,YES, NO
30,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO
31,YES, NO, NO,YES, NO, NO, NO,YES, NO,YES, NO, NO
32,YES, NO, NO,YES, NO,YES, NO, NO, NO,YES, NO, NO
33, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES, NO
34,YES, NO, NO,YES, NO, NO, NO,YES, NO, NO, NO, NO
35,YES, NO, NO,YES, NO, NO, NO, NO, NO,YES, NO, NO
36, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES, NO
37,YES, NO, NO,YES, NO,YES, NO, NO, NO, NO,YES, NO
38,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO
39,YES, NO, NO,YES, NO,YES, NO, NO, NO,YES, NO, NO
40, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES, NO
41, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES, NO
42,YES, NO, NO,YES, NO, NO, NO, NO, NO,YES, NO, NO
43,YES, NO,YES,YES, NO, NO, NO, NO, NO,YES, NO, NO
44,YES, NO,YES, NO, NO,YES, NO, NO, NO, NO, NO, NO
45, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES, NO
46, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO
47, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES, NO
48, NO, NO, NO,YES, NO, NO, NO,YES, NO,YES,YES, NO
49, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO
50,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO
51,YES, NO, NO,YES, NO,YES, NO,YES, NO, NO, NO, NO
52,YES, NO,YES, NO, NO,YES, NO, NO, NO, NO, NO, NO
53, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO,YES, NO
54, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES, NO
55, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO
56, NO, NO,YES,YES, NO, NO, NO,YES, NO, NO,YES, NO
57,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO
58, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES, NO
59,YES, NO, NO, NO,YES, NO, NO,YES, NO,YES, NO, NO
60,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO
61,YES, NO, NO,YES, NO, NO,YES, NO, NO,YES, NO, NO
62, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO,YES, NO
63,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO
64, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES, NO
65, NO, NO, NO,YES, NO,YES, NO, NO, NO, NO,YES, NO
66,YES, NO, NO, NO, NO,YES, NO, NO, NO, NO,YES, NO
67,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO
68,YES, NO, NO,YES, NO,YES, NO, NO, NO,YES, NO, NO
69, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES, NO
1, NO, NO,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES
2, NO, NO, NO,YES, NO, NO,YES, NO, NO,YES, NO,YES
3, NO, NO, NO, NO, NO,YES, NO, NO,YES, NO, NO,YES
4, NO,YES, NO, NO, NO, NO,YES, NO, NO,YES, NO, NO
5, NO,YES, NO, NO, NO, NO,YES, NO, NO,YES, NO, NO
6, NO,YES, NO, NO, NO, NO,YES, NO,YES,YES, NO, NO
7, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO
8, NO,YES, NO,YES, NO, NO,YES, NO, NO,YES, NO, NO
9, NO, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES
10, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES
11, NO, NO,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES
12, NO,YES, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES
13, NO,YES, NO, NO, NO, NO,YES, NO, NO,YES, NO, NO
14, NO,YES, NO, NO,YES, NO,YES, NO, NO,YES, NO, NO
15, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES
16, NO,YES, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES
17, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO
18, NO, NO,YES, NO,YES, NO,YES, NO, NO,YES, NO, NO
19, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO
20, NO, NO,YES, NO, NO, NO,YES,YES, NO,YES, NO, NO
21, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO
22, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO
23, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES
24, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO
25, NO,YES, NO, NO, NO, NO, NO,YES, NO,YES, NO, NO
26, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO
27, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO
28, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO
29, NO,YES,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO
30, NO, NO,YES, NO, NO, NO, NO, NO,YES, NO, NO,YES
31, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO
32, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO
33, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO
34, NO, NO,YES, NO,YES, NO,YES, NO, NO,YES, NO, NO
35, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO
36, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO
37, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES
38, NO, NO,YES, NO, NO, NO,YES,YES, NO, NO, NO,YES
39,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO
40, NO, NO,YES, NO,YES, NO, NO,YES, NO, NO, NO,YES
41,YES, NO, NO, NO, NO, NO,YES, NO, NO,YES, NO, NO
42,YES, NO, NO,YES, NO, NO, NO, NO, NO,YES, NO, NO
43, NO, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES
44, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES
45, NO, NO,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES
46, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO
47, NO, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES
48, NO,YES, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO
49, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO
50, NO, NO,YES, NO, NO, NO,YES,YES, NO,YES, NO, NO
51, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO
52, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO
53, NO, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES
54, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES
55, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO
56, NO,YES, NO, NO,YES, NO, NO,YES, NO,YES, NO, NO
57, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO
58, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO
59, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO
60,YES, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO
61, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO,YES
62, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO
63, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES
64, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES
65, NO, NO, NO, NO,YES, NO,YES,YES, NO, NO, NO,YES
66, NO, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES
67, NO, NO, NO,YES, NO, NO,YES, NO, NO,YES, NO,YES
68, NO, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES
69, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES
70, NO, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES
71, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES
72, NO,YES, NO, NO,YES, NO, NO,YES, NO,YES, NO, NO
73, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO
74, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO
75, NO, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES
76, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES
77, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO
78, NO,YES, NO, NO,YES, NO, NO,YES, NO,YES, NO, NO
79, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO
80, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO
81, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO
82, NO, NO,YES, NO,YES, NO, NO,YES, NO,YES, NO, NO
83, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO
84,YES, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO
85, NO, NO, NO, NO, NO, NO, NO,YES, NO, NO, NO,YES
86, NO,YES, NO, NO, NO, NO, NO,YES, NO,YES, NO,YES
87, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES
88, NO, NO,YES, NO,YES, NO, NO,YES, NO, NO, NO,YES
89, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO
90, NO, NO, NO, NO, NO, NO,YES, NO, NO,YES, NO,YES
91, NO,YES, NO, NO,YES, NO, NO,YES, NO,YES, NO, NO
92, NO, NO, NO, NO,YES, NO, NO,YES, NO,YES, NO, NO
93, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO
1, NO, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES
2, NO, NO, NO, NO,YES, NO,YES, NO, NO,YES, NO,YES
3, NO, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES
4, NO, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES
5, NO, NO,YES, NO,YES, NO, NO,YES, NO, NO, NO,YES
6, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO
7, NO, NO, NO,YES, NO, NO,YES, NO, NO,YES, NO,YES
8, NO, NO, NO, NO,YES, NO,YES,YES, NO, NO, NO,YES
9, NO, NO, NO, NO, NO, NO,YES, NO, NO,YES, NO,YES
10, NO, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES
11, NO, NO, NO,YES, NO, NO,YES, NO, NO,YES, NO, NO
12, NO, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES
13, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES
14, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO
15, NO, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES
16, NO,YES, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO
17, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO
18, NO, NO,YES, NO,YES, NO, NO,YES, NO,YES, NO, NO
19, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO
20, NO, NO,YES, NO, NO, NO, NO,YES, NO,YES, NO,YES
21, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO
22, NO,YES,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO
23, NO, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES
24, NO, NO,YES, NO,YES, NO, NO,YES, NO, NO, NO,YES
25, NO,YES, NO, NO, NO, NO,YES, NO, NO,YES, NO, NO
26, NO,YES, NO, NO,YES, NO,YES, NO, NO,YES, NO, NO
27, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES
28, NO,YES,YES, NO, NO, NO, NO, NO, NO,YES, NO,YES
29, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES
30, NO,YES,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES
31, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO
32, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO
33, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO
34, NO, NO,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES
35, NO,YES, NO, NO,YES, NO,YES, NO, NO, NO, NO,YES
36, NO, NO,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES
37, NO,YES,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES
38, NO, NO,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES
39, NO, NO,YES, NO,YES, NO,YES, NO, NO, NO, NO,YES
40, NO,YES, NO, NO, NO, NO,YES, NO, NO,YES, NO, NO
41, NO,YES, NO, NO,YES, NO,YES, NO, NO,YES, NO, NO
42, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES
43, NO,YES, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES
44, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO
45, NO, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES
46, NO,YES, NO, NO,YES, NO, NO,YES, NO,YES, NO, NO
47, NO, NO,YES, NO, NO, NO, NO, NO, NO, NO, NO,YES
48, NO,YES,YES, NO,YES, NO, NO, NO, NO, NO, NO,YES
49, NO, NO,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES
50, NO,YES,YES, NO,YES, NO,YES, NO, NO, NO, NO, NO
51, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO
52, NO, NO,YES, NO, NO, NO,YES,YES, NO, NO, NO, NO
53, NO,YES, NO, NO, NO, NO,YES, NO, NO,YES, NO, NO
54, NO, NO, NO,YES, NO, NO,YES,YES, NO, NO, NO,YES
55,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO
56, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES
57, NO, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES
58, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES
59, NO, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES
60, NO, NO, NO, NO,YES, NO,YES,YES, NO, NO, NO,YES
61, NO, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES
62,YES, NO, NO, NO,YES, NO, NO,YES, NO,YES, NO, NO
63, NO, NO,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES
64,YES, NO, NO, NO,YES, NO, NO, NO, NO, NO, NO, NO
65, NO, NO,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES
66,YES, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO
67, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES
68,YES, NO,YES, NO, NO, NO, NO,YES, NO,YES, NO, NO
69, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES
70,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES
71, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO
72, NO, NO,YES, NO,YES, NO,YES,YES, NO, NO, NO, NO
73, NO, NO,YES, NO, NO, NO,YES, NO, NO, NO, NO, NO
74,YES, NO, NO, NO,YES, NO,YES,YES, NO, NO, NO, NO
75, NO, NO, NO,YES, NO, NO,YES, NO, NO,YES, NO,YES
76,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO
77, NO, NO,YES, NO,YES, NO, NO,YES, NO, NO, NO,YES
78, NO,YES, NO, NO,YES, NO,YES, NO, NO, NO,YES, NO
79, NO, NO,YES, NO, NO, NO,YES, NO, NO, NO,YES, NO
80, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO
81, NO, NO,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES
82, NO,YES, NO, NO,YES, NO,YES, NO, NO, NO, NO, NO
83, NO, NO,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES
84, NO, NO, NO, NO,YES, NO,YES, NO, NO, NO, NO,YES
85, NO, NO, NO, NO, NO, NO,YES, NO, NO, NO, NO,YES
86, NO, NO, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO
87, NO, NO, NO, NO, NO, NO,YES, NO,YES, NO, NO,YES
88, NO,YES, NO, NO,YES, NO,YES, NO, NO, NO,YES, NO
89, NO, NO,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES
90, NO,YES,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES
91, NO, NO,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES
92, NO, NO,YES, NO, NO, NO,YES, NO, NO, NO,YES,YES
93, NO, NO,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES
94, NO, NO,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES
95, NO,YES,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES
96, NO, NO,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES
97, NO, NO,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES
98, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO
99, NO, NO, NO, NO, NO, NO,YES, NO,YES, NO, NO,YES
100, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO
1, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO,YES, NO
2, NO, NO,YES, NO, NO, NO, NO,YES, NO,YES,YES, NO
3, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO,YES, NO
4, NO, NO,YES, NO, NO, NO, NO,YES, NO,YES,YES, NO
5, NO, NO,YES, NO, NO, NO, NO,YES, NO,YES,YES, NO
6, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO,YES, NO
7, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO
8,YES, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO
9, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO,YES, NO
10,YES, NO, NO, NO, NO, NO, NO,YES, NO, NO,YES, NO
11, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO,YES, NO
12,YES, NO, NO, NO, NO, NO,YES, NO, NO,YES, NO, NO
13, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO,YES, NO
14, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO
15, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO,YES, NO
